h=0.5, dt=0.05
3.786999999999999744e+01

h=0.1, dt=0.05
1.350000000000000089e+00
1.350000000000000089e+00
1.350000000000000089e+00
1.500000000000000000e+00
2.100000000000000089e+00
2.799999999999999822e+00
3.549999999999999822e+00
4.299999999999999822e+00
5.049999999999999822e+00
5.849999999999999645e+00
6.700000000000000178e+00
7.549999999999999822e+00
8.400000000000000355e+00
9.300000000000000711e+00
1.015000000000000036e+01
1.109999999999999964e+01
1.200000000000000000e+01
1.294999999999999929e+01
1.384999999999999964e+01
1.475000000000000000e+01
1.569999999999999929e+01
1.660000000000000142e+01
1.755000000000000071e+01
1.844999999999999929e+01
1.939999999999999858e+01
2.035000000000000142e+01
2.125000000000000000e+01
2.225000000000000000e+01
2.314999999999999858e+01
2.410000000000000142e+01
2.505000000000000071e+01
2.600000000000000000e+01
2.694999999999999929e+01
2.785000000000000142e+01
2.880000000000000071e+01
2.969999999999999929e+01
3.064999999999999858e+01
3.160000000000000142e+01
3.254999999999999716e+01
3.350000000000000000e+01
3.439999999999999858e+01
3.535000000000000142e+01
3.625000000000000000e+01
3.725000000000000000e+01
3.814999999999999858e+01
3.910000000000000142e+01
4.000000000000000000e+01
4.089999999999999858e+01
4.175000000000000000e+01
4.214999999999999858e+01

h=0.1, dt=0.01
1.239999999999999991e+00
1.239999999999999991e+00
1.270000000000000018e+00
1.409999999999999920e+00
1.949999999999999956e+00
2.620000000000000107e+00
3.290000000000000036e+00
3.970000000000000195e+00
4.669999999999999929e+00
5.400000000000000355e+00
6.150000000000000355e+00
6.919999999999999929e+00
7.700000000000000178e+00
8.509999999999999787e+00
9.320000000000000284e+00
1.016999999999999993e+01
1.099000000000000021e+01
1.183999999999999986e+01
1.266999999999999993e+01
1.350999999999999979e+01
1.436999999999999922e+01
1.517999999999999972e+01
1.605999999999999872e+01
1.689999999999999858e+01
1.775000000000000000e+01
1.860000000000000142e+01
1.946000000000000085e+01
2.033999999999999986e+01
2.116000000000000014e+01
2.207000000000000028e+01
2.289000000000000057e+01
2.376999999999999957e+01
2.462999999999999901e+01
2.546999999999999886e+01
2.633999999999999986e+01
2.716000000000000014e+01
2.805000000000000071e+01
2.889000000000000057e+01
2.978000000000000114e+01
3.062000000000000099e+01
3.148000000000000043e+01
3.235999999999999943e+01
3.317000000000000171e+01
3.407999999999999829e+01
3.489000000000000057e+01
3.575999999999999801e+01
3.659000000000000341e+01
3.742000000000000171e+01
3.821000000000000085e+01
3.860000000000000142e+01

h=0.1, dt=0.005
1.229999999999999982e+00
1.229999999999999982e+00
1.254999999999999893e+00
1.399999999999999911e+00
1.935000000000000053e+00
2.595000000000000195e+00
3.254999999999999893e+00
3.924999999999999822e+00
4.620000000000000107e+00
5.334999999999999964e+00
6.080000000000000071e+00
6.839999999999999858e+00
7.615000000000000213e+00
8.410000000000000142e+00
9.210000000000000853e+00
1.004499999999999993e+01
1.084999999999999964e+01
1.169500000000000028e+01
1.251500000000000057e+01
1.333999999999999986e+01
1.419500000000000028e+01
1.499499999999999922e+01
1.585999999999999943e+01
1.668499999999999872e+01
1.753500000000000014e+01
1.837500000000000000e+01
1.921999999999999886e+01
2.008500000000000085e+01
2.089499999999999957e+01
2.178999999999999915e+01
2.260999999999999943e+01
2.347500000000000142e+01
2.432000000000000028e+01
2.514999999999999858e+01
2.601500000000000057e+01
2.682499999999999929e+01
2.769999999999999929e+01
2.853000000000000114e+01
2.940500000000000114e+01
3.024500000000000099e+01
3.108999999999999986e+01
3.195499999999999829e+01
3.275500000000000256e+01
3.365500000000000114e+01
3.445499999999999829e+01
3.531499999999999773e+01
3.614000000000000057e+01
3.695000000000000284e+01
3.773499999999999943e+01
3.811999999999999744e+01

